exam1,exam2,exam3,exam4,exam5,exam6,exam7
0051,0052,0053,0054,0055,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0135,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0030,0149,0172,0173,0175,no_exam,no_exam
0086,0145,0146,0148,0151,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0112,0113,0139,0170,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0145,0146,0148,0151,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0019,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0065,0082,0083,0084,0085,no_exam,no_exam
0109,0145,0146,0148,0151,no_exam,no_exam
0067,0100,0107,0136,no_exam,no_exam,no_exam
0086,0145,0146,0148,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0086,0145,0146,0148,0151,no_exam,no_exam
0086,0114,0115,0116,0117,no_exam,no_exam
0019,0020,0103,no_exam,no_exam,no_exam,no_exam
0022,0023,0024,0026,0028,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0114,0115,0116,0117,0119,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0016,0077,0078,0079,0080,no_exam,no_exam
0030,0149,0172,0173,0175,no_exam,no_exam
0136,0170,no_exam,no_exam,no_exam,no_exam,no_exam
0022,0023,0024,0026,0028,no_exam,no_exam
0105,0145,0146,0148,0151,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0047,0048,0049,0050,0126,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0013,0047,0048,0049,0050,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0086,0114,0115,0116,0117,no_exam,no_exam
0065,0082,no_exam,no_exam,no_exam,no_exam,no_exam
0086,0145,0146,0148,no_exam,no_exam,no_exam
0017,0020,0067,no_exam,no_exam,no_exam,no_exam
0065,0082,0083,0084,0181,no_exam,no_exam
0048,0064,0143,no_exam,no_exam,no_exam,no_exam
0045,0067,0107,0136,0140,no_exam,no_exam
0114,0115,0116,0117,no_exam,no_exam,no_exam
0027,0065,0147,0153,0171,no_exam,no_exam
0018,0019,0020,0021,no_exam,no_exam,no_exam
0145,0146,0148,0151,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0086,0145,0146,0148,no_exam,no_exam,no_exam
0114,0115,0116,0117,0119,no_exam,no_exam
0114,0115,0116,0117,0119,no_exam,no_exam
0145,0146,0148,0151,0160,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0145,0146,0148,0151,no_exam,no_exam,no_exam
0145,0146,0148,0151,no_exam,no_exam,no_exam
0017,0018,0019,0020,0132,no_exam,no_exam
0112,0113,0139,0170,no_exam,no_exam,no_exam
0018,0019,0020,0021,no_exam,no_exam,no_exam
0086,0145,0146,0148,no_exam,no_exam,no_exam
0145,0146,0148,0151,no_exam,no_exam,no_exam
0065,0115,0151,0171,0174,no_exam,no_exam
0086,0114,0115,0116,0117,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0013,0077,0078,0079,0080,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0145,0146,0148,0151,no_exam,no_exam,no_exam
0086,0145,0146,0148,no_exam,no_exam,no_exam
0077,0078,0079,0080,0081,no_exam,no_exam
0086,0100,0145,0146,0148,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0065,0082,0083,0084,no_exam,no_exam,no_exam
0086,0114,0115,0116,0117,no_exam,no_exam
0114,0115,0116,0117,no_exam,no_exam,no_exam
0022,0023,0026,0029,0065,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0016,0047,0048,0049,0050,no_exam,no_exam
0013,0145,0146,0148,0151,no_exam,no_exam
0086,0145,0146,0148,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0149,0172,0173,0175,no_exam,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0008,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0065,0155,no_exam,no_exam,no_exam,no_exam,no_exam
0021,0022,0023,0024,0026,0028,no_exam
0012,0077,0078,0079,0080,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0008,0139,no_exam,no_exam,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0065,0082,0085,no_exam,no_exam,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0086,0145,0146,0148,no_exam,no_exam,no_exam
0022,0023,0026,0029,0065,no_exam,no_exam
0077,0078,0079,0080,0081,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0065,0082,0085,no_exam,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0065,0082,0083,0084,no_exam,no_exam,no_exam
0069,0070,0071,0072,no_exam,no_exam,no_exam
0065,0115,0118,0151,no_exam,no_exam,no_exam
0023,0026,no_exam,no_exam,no_exam,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0067,0107,0136,no_exam,no_exam,no_exam,no_exam
0073,0077,0078,0079,0080,0081,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0065,0082,no_exam,no_exam,no_exam,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0001,0002,0003,0065,no_exam,no_exam,no_exam
0145,0146,0148,0151,0160,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0114,0115,0116,0117,0119,no_exam,no_exam
0149,0172,0173,0175,0176,0177,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0047,0048,0049,0050,no_exam,no_exam,no_exam
0065,0082,no_exam,no_exam,no_exam,no_exam,no_exam
0145,0146,0148,0151,no_exam,no_exam,no_exam
0108,0145,0146,0148,0151,no_exam,no_exam
0086,0145,0146,0148,0151,no_exam,no_exam
0114,0115,0116,0117,0119,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0051,0052,0053,0054,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0114,0115,0116,0117,0119,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0086,0114,0115,0116,0117,no_exam,no_exam
0018,0019,0020,0021,no_exam,no_exam,no_exam
0030,0149,0172,0173,0175,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0047,0048,0049,0050,0143,no_exam,no_exam
0065,0082,0083,0084,0125,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0077,0078,0079,0080,0081,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0105,0112,0113,0139,0170,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0001,0002,0003,0065,no_exam,no_exam,no_exam
0016,0077,0078,0079,0080,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0145,0146,0148,0151,no_exam,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0065,0082,0085,no_exam,no_exam,no_exam,no_exam
0086,0145,0146,0148,no_exam,no_exam,no_exam
0077,0078,0079,0080,0081,no_exam,no_exam
0114,0115,0116,0117,0119,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0077,0078,0079,0080,0081,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0065,0082,0083,0084,0085,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0013,0076,0142,0144,no_exam,no_exam,no_exam
0069,0077,0078,0079,0080,no_exam,no_exam
0017,0067,0101,0132,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0065,0082,0085,no_exam,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0022,0023,0026,0029,0065,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0086,0145,0146,0148,no_exam,no_exam,no_exam
0013,0045,0066,0130,0136,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0069,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0053,0055,0106,0108,no_exam,no_exam,no_exam
0114,0115,0116,0117,0119,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0114,0115,0116,0117,0119,no_exam,no_exam
0086,0145,0146,0148,no_exam,no_exam,no_exam
0114,0115,0116,0117,0150,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0018,0019,0020,0021,no_exam,no_exam,no_exam
0145,0146,0148,0151,no_exam,no_exam,no_exam
0145,0146,0148,0151,no_exam,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0030,0149,0172,0173,0175,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0008,0016,0017,0067,0132,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0065,0108,0155,no_exam,no_exam,no_exam,no_exam
0114,0115,0116,0117,0119,no_exam,no_exam
0053,0055,0106,0108,no_exam,no_exam,no_exam
0077,0078,0079,0080,0081,no_exam,no_exam
0114,0115,0116,0117,0119,no_exam,no_exam
0145,0146,0148,0151,0161,no_exam,no_exam
0100,0145,0146,0148,0151,no_exam,no_exam
0047,0048,0049,0050,0109,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0086,0114,0115,0116,0117,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0145,0146,0148,0151,no_exam,no_exam,no_exam
0145,0146,0148,0151,no_exam,no_exam,no_exam
0031,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0089,0093,0094,no_exam,no_exam,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0066,0130,0136,no_exam,no_exam,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0006,0013,0034,0035,no_exam,no_exam,no_exam
0008,0017,0067,0132,0136,no_exam,no_exam
0086,0145,0146,0148,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0127,0178,0179,0180,no_exam,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0030,0149,0172,0173,0175,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0031,0033,0037,0038,no_exam,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0004,0005,0006,0007,no_exam,no_exam,no_exam
0105,0145,0146,0148,0151,no_exam,no_exam
0022,0023,0026,0029,0065,no_exam,no_exam
0114,0115,0116,0117,0119,no_exam,no_exam
0086,0145,0146,0148,0151,no_exam,no_exam
0145,0146,0148,0151,no_exam,no_exam,no_exam
0145,0146,0148,0151,no_exam,no_exam,no_exam
0145,0146,0148,0151,no_exam,no_exam,no_exam
0086,0114,0115,0116,0117,no_exam,no_exam
0057,0059,0060,no_exam,no_exam,no_exam,no_exam
0056,0062,0086,0129,no_exam,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0145,0146,0148,0151,0152,no_exam,no_exam
0086,0145,0146,0148,no_exam,no_exam,no_exam
0145,0146,0148,0151,no_exam,no_exam,no_exam
0031,0033,0039,no_exam,no_exam,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0145,0146,0148,0151,no_exam,no_exam,no_exam
0117,0121,0124,no_exam,no_exam,no_exam,no_exam
0013,0145,0146,0148,0151,no_exam,no_exam
0145,0146,0148,0151,0153,no_exam,no_exam
0112,0113,0139,0170,no_exam,no_exam,no_exam
0077,0078,0079,0080,no_exam,no_exam,no_exam
0136,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0045,0107,no_exam,no_exam,no_exam,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0001,0002,0003,0065,no_exam,no_exam,no_exam
0012,0086,0145,0146,0148,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0001,0002,0003,no_exam,no_exam,no_exam,no_exam
0086,0145,0146,0148,no_exam,no_exam,no_exam
0051,0052,0053,0054,0055,no_exam,no_exam
0129,0159,0160,no_exam,no_exam,no_exam,no_exam
0114,0115,0116,0117,0119,0139,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0065,0082,0083,0084,no_exam,no_exam,no_exam
0065,0082,0083,0084,no_exam,no_exam,no_exam
0092,0093,0094,0098,no_exam,no_exam,no_exam
0086,0114,0115,0116,0117,no_exam,no_exam
0065,0082,no_exam,no_exam,no_exam,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0022,0023,0025,0026,0028,no_exam,no_exam
0040,0042,0164,0178,0180,no_exam,no_exam
0100,0145,0146,0148,0151,no_exam,no_exam
0086,0114,0115,0116,0117,no_exam,no_exam
0090,0092,0097,0098,0099,no_exam,no_exam
0013,0065,0115,0151,no_exam,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0014,0047,0048,0049,0050,no_exam,no_exam
0066,0108,0130,0136,no_exam,no_exam,no_exam
0047,0048,0049,0050,0125,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0112,0113,0139,0170,0183,no_exam,no_exam
0112,0113,0139,0170,no_exam,no_exam,no_exam
0047,0048,0049,0050,0143,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0107,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0013,0018,0019,0020,0021,no_exam,no_exam
0048,0064,0109,0143,no_exam,no_exam,no_exam
0013,0112,0113,0139,0170,no_exam,no_exam
0012,0112,0113,0139,0170,no_exam,no_exam
0045,0067,0107,0136,0140,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0015,0018,0019,0020,0021,no_exam,no_exam
0049,0050,no_exam,no_exam,no_exam,no_exam,no_exam
0015,0047,0048,0049,0050,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0047,0048,0049,0050,0143,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0047,0048,0049,0050,0143,no_exam,no_exam
0047,0048,0049,0050,0143,no_exam,no_exam
0018,0019,0020,0021,0108,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0009,0066,0073,0130,no_exam,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0008,0067,0107,0136,0140,no_exam,no_exam
0018,0019,0020,0021,no_exam,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0015,0066,0130,no_exam,no_exam,no_exam,no_exam
0018,0019,0020,0021,no_exam,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0013,0018,0019,0020,0021,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0047,0048,0049,0050,0108,no_exam,no_exam
0015,0018,0019,0020,0021,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0047,0048,0049,0050,0108,no_exam,no_exam
0112,0113,0139,0170,no_exam,no_exam,no_exam
0008,0017,0067,0103,no_exam,no_exam,no_exam
0045,0069,0070,0071,0072,0073,no_exam
0009,0066,0130,0136,0140,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0112,0113,0139,0170,no_exam,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0008,0067,0130,0132,0136,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0012,0045,0067,0107,0136,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0014,0047,0048,0049,0050,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0008,0067,0101,0110,0111,no_exam,no_exam
0014,0047,0048,0049,0050,no_exam,no_exam
0013,0064,0131,0136,0168,0169,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0015,0018,0019,0020,0021,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0047,0048,0049,0050,0143,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0112,0113,0139,0170,no_exam,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0112,0113,0139,0170,0183,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0064,0131,0135,0168,0169,0183,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0046,0048,0067,0104,0136,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0047,0048,0049,0050,0108,no_exam,no_exam
0018,0019,0020,0021,no_exam,no_exam,no_exam
0110,0111,no_exam,no_exam,no_exam,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0047,0048,0049,0050,0104,no_exam,no_exam
0047,0048,0049,0050,0143,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0016,0067,no_exam,no_exam,no_exam,no_exam,no_exam
0045,0067,0130,0132,0136,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0047,0048,0049,0050,0125,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0014,0112,0113,0139,0170,no_exam,no_exam
0064,0131,0168,0169,0183,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0047,0048,0049,0050,0126,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0008,0067,0100,0107,0136,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0112,0113,0139,0170,no_exam,no_exam,no_exam
0010,0018,0019,0020,0021,no_exam,no_exam
0018,0019,0020,0021,0108,no_exam,no_exam
0047,0048,0049,0050,0126,no_exam,no_exam
0018,0019,0020,0021,no_exam,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0047,0048,0049,0050,0143,no_exam,no_exam
0108,0112,0113,0139,0170,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0066,0072,no_exam,no_exam,no_exam,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0014,0047,0048,0049,0050,no_exam,no_exam
0047,0048,0049,0050,0126,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0008,0017,no_exam,no_exam,no_exam,no_exam,no_exam
0008,0136,no_exam,no_exam,no_exam,no_exam,no_exam
0017,0045,0067,0100,0132,no_exam,no_exam
0018,0019,0020,0021,0133,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0008,0067,0108,0132,no_exam,no_exam,no_exam
0047,0048,0049,0050,0143,no_exam,no_exam
0013,0045,0066,0130,no_exam,no_exam,no_exam
0047,0048,0049,0050,0126,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0047,0048,0049,0050,0108,no_exam,no_exam
0064,0131,0168,0169,no_exam,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0064,0131,0168,0169,no_exam,no_exam,no_exam
0018,0019,0020,0021,0103,no_exam,no_exam
0047,0048,0049,0050,0143,no_exam,no_exam
0067,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0047,0048,0049,0050,0125,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0064,0131,0168,0169,0183,no_exam,no_exam
0066,0130,no_exam,no_exam,no_exam,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0047,0048,0049,0050,no_exam,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0008,0012,0017,0067,0132,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0018,0019,0020,0021,no_exam,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0112,0113,0139,0170,no_exam,no_exam,no_exam
0017,0045,0067,0100,0132,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0018,0019,0020,0021,no_exam,no_exam,no_exam
0112,0113,0139,0170,no_exam,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0014,0047,0048,0049,0050,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0009,0136,no_exam,no_exam,no_exam,no_exam,no_exam
0047,0048,0049,0050,no_exam,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0047,0048,0049,0050,0126,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0017,0045,0067,0132,no_exam,no_exam,no_exam
0018,0019,0020,0021,0133,no_exam,no_exam
0047,0048,0049,0050,0143,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0015,0018,0019,0020,0021,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0018,0019,0020,0021,0133,no_exam,no_exam
0015,0112,0113,0139,0170,no_exam,no_exam
0045,0066,0130,0136,no_exam,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0045,0066,0108,0130,0140,no_exam,no_exam
0047,0048,0049,0050,0108,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0112,0113,0139,0170,no_exam,no_exam,no_exam
0012,0047,0048,0049,0050,no_exam,no_exam
0012,0047,0048,0049,0050,0136,no_exam
0018,0019,0020,0021,0108,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0047,0048,0049,0050,no_exam,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0015,0075,0112,0113,0139,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0047,0048,0049,0050,0143,no_exam,no_exam
0018,0019,0020,0021,0104,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0011,0013,0067,0110,no_exam,no_exam,no_exam
0018,0019,0020,0021,0126,no_exam,no_exam
0070,0073,no_exam,no_exam,no_exam,no_exam,no_exam
0018,0019,0020,0021,0133,no_exam,no_exam
0063,0074,0138,0184,no_exam,no_exam,no_exam
0018,0019,0020,0021,0100,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0100,0112,0113,0139,0170,no_exam,no_exam
0069,0070,0071,0072,0073,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
0076,0131,0141,0142,0144,no_exam,no_exam
