exam1,exam2,exam3,exam4,exam5,exam6,exam7,exam8,exam9,exam10,exam11
0243,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0467,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0154,0204,0412,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0158,0206,0282,0405,0416,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0023,0025,0419,0440,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0183,0197,0360,0365,0395,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0057,0160,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0057,0443,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0057,0246,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0155,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0280,0422,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0365,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0174,0176,0177,0178,0417,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0154,0204,0412,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0158,0214,0289,0416,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0353,0354,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0353,0354,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0065,0157,0355,0415,0431,no_exam,no_exam,no_exam,no_exam,no_exam
0383,0391,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0280,0411,0423,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0059,0289,0311,0312,0313,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0206,0379,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0207,0411,0425,0461,0463,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0155,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0417,0478,0481,0482,0483,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0042,0043,0044,0045,0046,0047,0119,0425,no_exam,no_exam,no_exam
0411,0425,0443,0461,0463,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0411,0425,0461,0463,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0214,0349,0425,0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0093,0267,0269,0270,0271,0440,no_exam,no_exam,no_exam,no_exam,no_exam
0440,0444,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0233,0237,0425,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0153,0154,0412,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0256,0257,0258,0259,0265,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0158,0214,0349,0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0214,0349,0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0233,0237,0425,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0214,0349,0415,0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0117,0118,0120,0173,0371,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0154,0158,0412,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0042,0043,0044,0045,0046,0047,0119,0242,no_exam,no_exam,no_exam
0460,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0114,0118,0120,0159,0173,0371,no_exam,no_exam,no_exam,no_exam,no_exam
0444,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0383,0391,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0444,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0130,0131,0349,0406,0443,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0065,0203,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0117,0118,0120,0173,0371,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0417,0463,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0476,0484,0485,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0024,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0118,0120,0128,0173,0371,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0073,0074,0086,0097,0099,0363,0425,no_exam,no_exam,no_exam,no_exam
0073,0074,0086,0097,0099,0227,0363,no_exam,no_exam,no_exam,no_exam
0051,0094,0209,0210,0399,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0025,0157,0355,0440,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0233,0237,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0093,0267,0269,0271,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0174,0175,0176,0177,0417,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0289,0383,0391,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0351,0424,0430,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0327,0330,0338,0359,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0096,0131,0220,0221,0224,0406,no_exam,no_exam,no_exam,no_exam,no_exam
0117,0118,0120,0173,0371,0426,no_exam,no_exam,no_exam,no_exam,no_exam
0174,0175,0176,0177,0242,0417,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0065,0315,0344,0355,0425,0431,no_exam,no_exam,no_exam,no_exam
0159,0184,0185,0186,0187,0372,0397,no_exam,no_exam,no_exam,no_exam
0118,0120,0173,0370,0371,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0059,0311,0312,0313,0440,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0171,0326,0327,0328,0359,0373,no_exam,no_exam,no_exam,no_exam,no_exam
0171,0326,0327,0328,0359,0373,no_exam,no_exam,no_exam,no_exam,no_exam
0059,0308,0311,0312,0313,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0158,0214,0349,0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0237,0415,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0440,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0134,0135,0136,0360,0361,0395,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0007,0215,0349,0426,0433,no_exam,no_exam,no_exam,no_exam,no_exam
0003,0214,0243,0349,0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0214,0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0184,0185,0186,0187,0372,0397,0426,no_exam,no_exam,no_exam,no_exam
0131,0349,0406,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0174,0176,0177,0417,0424,0440,no_exam,no_exam,no_exam,no_exam,no_exam
0024,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0444,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0184,0185,0186,0187,0372,0397,0425,no_exam,no_exam,no_exam,no_exam
0184,0185,0186,0187,0372,0397,no_exam,no_exam,no_exam,no_exam,no_exam
0174,0175,0176,0177,0282,0417,no_exam,no_exam,no_exam,no_exam,no_exam
0207,0461,0463,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0056,0415,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0092,0220,0238,0349,0406,0429,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0214,0349,0415,0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0425,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0425,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0171,0326,0327,0328,0359,0373,no_exam,no_exam,no_exam,no_exam,no_exam
0237,0440,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0280,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0243,0383,0391,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0280,0411,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0426,0440,0444,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0292,0293,0294,0334,0373,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0411,0461,0463,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0383,0391,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0444,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0171,0287,0326,0327,0328,0359,0373,no_exam,no_exam,no_exam,no_exam
0053,0086,0097,0098,0100,0364,0425,no_exam,no_exam,no_exam,no_exam
0320,0353,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0213,0320,0352,0353,0405,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0242,0383,0391,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0184,0185,0186,0187,0227,0372,0397,0425,no_exam,no_exam,no_exam
0237,0440,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0214,0349,0433,0440,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0093,0267,0269,0270,0282,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0207,0410,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0365,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0117,0118,0120,0173,0370,0371,no_exam,no_exam,no_exam,no_exam,no_exam
0166,0417,0480,0481,0482,0483,no_exam,no_exam,no_exam,no_exam,no_exam
0137,0138,0148,0149,0243,0337,0362,no_exam,no_exam,no_exam,no_exam
0137,0138,0148,0149,0228,0337,0362,no_exam,no_exam,no_exam,no_exam
0171,0282,0326,0327,0328,0359,0373,no_exam,no_exam,no_exam,no_exam
0213,0320,0353,0354,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0204,0402,0467,0469,0471,0472,no_exam,no_exam,no_exam,no_exam,no_exam
0184,0185,0186,0187,0372,0397,0425,no_exam,no_exam,no_exam,no_exam
0117,0118,0120,0173,0371,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0424,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0184,0185,0186,0187,0243,0372,0397,no_exam,no_exam,no_exam,no_exam
0023,0025,0157,0228,0355,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0246,0345,0346,0347,0351,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0093,0267,0269,0271,0431,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0066,0203,0287,0355,0431,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0158,0184,0185,0186,0187,0372,0397,no_exam,no_exam,no_exam,no_exam
0065,0157,0203,0344,0355,0431,0440,no_exam,no_exam,no_exam,no_exam
0004,0214,0242,0349,0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0387,0389,0390,0407,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0093,0267,0269,0270,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0093,0267,0269,0270,0271,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0093,0226,0267,0269,0271,0431,no_exam,no_exam,no_exam,no_exam,no_exam
0462,0463,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0053,0086,0097,0098,0100,0364,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0214,0242,0349,0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0244,0247,0411,0419,0473,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0085,0171,0172,0326,0327,0328,0359,no_exam,no_exam,no_exam,no_exam
0004,0214,0242,0349,0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0360,0365,0395,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0024,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0065,0315,0355,0431,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0204,0233,0237,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0093,0267,0269,0270,0271,0440,no_exam,no_exam,no_exam,no_exam,no_exam
0444,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0233,0237,0425,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0228,0237,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0113,0114,0366,0368,0398,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0057,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0286,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0057,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0425,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0280,0420,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0092,0349,0406,0440,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0051,0094,0158,0209,0210,0399,no_exam,no_exam,no_exam,no_exam,no_exam
0051,0094,0158,0209,0210,0399,no_exam,no_exam,no_exam,no_exam,no_exam
0283,0357,0358,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0242,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0417,0480,0481,0482,0483,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0214,0226,0349,0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0093,0268,0269,0270,0273,0278,no_exam,no_exam,no_exam,no_exam,no_exam
0174,0176,0177,0178,0181,0417,no_exam,no_exam,no_exam,no_exam,no_exam
0057,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0057,0246,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0065,0157,0203,0226,0344,0355,0431,no_exam,no_exam,no_exam
0358,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0461,0463,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0280,0422,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0005,0010,0011,0012,0160,0434,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0214,0349,0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0237,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0205,0402,0467,0469,0471,0472,no_exam,no_exam,no_exam,no_exam,no_exam
0237,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0057,0228,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0280,0411,0443,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0394,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0015,0016,0017,0171,0295,0334,0373,no_exam,no_exam,no_exam,no_exam
0280,0285,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0233,0237,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0214,0349,0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0379,0386,0388,0393,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0153,0154,0204,0412,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0383,0391,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0117,0118,0120,0173,0289,0371,no_exam,no_exam,no_exam,no_exam,no_exam
0042,0043,0044,0045,0046,0047,0119,no_exam,no_exam,no_exam,no_exam
0137,0138,0148,0149,0289,0337,0362,no_exam,no_exam,no_exam,no_exam
0004,0214,0242,0349,0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0009,0068,0243,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0042,0043,0044,0045,0046,0047,0119,no_exam,no_exam,no_exam,no_exam
0246,0405,0461,0463,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0402,0425,0469,0472,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0059,0311,0312,0313,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0233,0237,0242,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0379,0386,0393,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0093,0268,0269,0272,0278,0431,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0214,0349,0426,0432,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0237,0425,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0419,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0042,0043,0044,0045,0046,0047,0119,no_exam,no_exam,no_exam,no_exam
0038,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0154,0282,0412,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0416,0467,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0155,0207,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0280,0420,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0057,0443,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0003,0004,0214,0318,0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0155,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0003,0349,0433,0440,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0444,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0419,0424,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0204,0444,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0052,0084,0282,0382,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0256,0257,0258,0259,0265,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0280,0429,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0280,0423,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0243,0383,0391,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0096,0131,0220,0224,0286,0440,no_exam,no_exam,no_exam,no_exam,no_exam
0440,0444,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0204,0256,0257,0258,0259,0265,0431,no_exam,no_exam,no_exam
0024,0033,0157,0425,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0411,0461,0463,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0057,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0116,0292,0293,0294,0334,0373,no_exam,no_exam,no_exam,no_exam,no_exam
0023,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0056,0415,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0222,0223,0225,0238,0351,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0214,0349,0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0153,0154,0282,0412,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0157,0214,0315,0355,0431,no_exam,no_exam,no_exam,no_exam,no_exam
0379,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0174,0176,0177,0417,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0093,0242,0267,0269,0270,0271,no_exam,no_exam,no_exam,no_exam,no_exam
0093,0267,0269,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0057,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0226,0237,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0154,0204,0412,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0418,0473,0485,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0315,0344,0355,0431,0440,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0444,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0425,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0237,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0379,0388,0394,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0344,0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0416,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0280,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0280,0422,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0031,0032,0034,0426,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0242,0402,0467,0469,0471,0472,no_exam,no_exam,no_exam,no_exam,no_exam
0444,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0256,0257,0258,0259,0265,0431,no_exam,no_exam,no_exam,no_exam
0155,0442,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0246,0285,0320,0353,0438,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0154,0282,0412,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0379,0386,0388,0393,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0348,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0242,0374,0449,0450,0451,0452,no_exam,no_exam,no_exam,no_exam,no_exam
0059,0311,0312,0313,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0096,0131,0220,0349,0406,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0159,0466,0470,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0461,0463,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0467,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0023,0024,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0467,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0410,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0379,0405,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0440,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0282,0444,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0174,0175,0176,0177,0417,0426,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0233,0237,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0174,0175,0176,0177,0417,0419,no_exam,no_exam,no_exam,no_exam,no_exam
0280,0443,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0004,0214,0227,0349,0433,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0444,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0096,0220,0224,0351,0406,0443,no_exam,no_exam,no_exam,no_exam,no_exam
0093,0204,0267,0269,0271,0431,no_exam,no_exam,no_exam,no_exam,no_exam
0444,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0155,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0233,0237,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0093,0204,0267,0269,0270,0271,no_exam,no_exam,no_exam,no_exam,no_exam
0001,0233,0237,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0444,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0092,0130,0204,0218,0355,0425,no_exam,no_exam,no_exam,no_exam,no_exam
0281,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0411,0443,0461,0463,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0005,0007,0068,0215,0319,0349,no_exam,no_exam,no_exam,no_exam,no_exam
0057,0422,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0155,0206,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
0171,0326,0327,0328,0359,0373,no_exam,no_exam,no_exam,no_exam,no_exam
0093,0267,0269,0271,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam,no_exam
